gid,awa_aws_0_12,awa_aws_12_24,awa_aws_24_36,awa_aws_36_48,aws0_12_g80,aws12_24_g80,aws24_36_g80,aws36_48_g80,aws0_12_l20,aws12_24_l20,aws24_36_l20,aws36_48_l20,range_alg_0_12in,range_alg_12_24in,range_alg_24_36in,range_alg_36_48in
1,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
2,2.721481463,2.417264404,1.889672611,1.818606112,2.721481463,2.417264404,1.889672611,1.818606112,2.721488034,2.417270241,1.889677174,1.818610503,0,0,0,0
3,2.594578073,2.383559943,1.863898735,1.8305085,2.594578073,2.383559943,1.863898735,1.8305085,2.594577835,2.383559724,1.863898564,1.830508333,0,0,0,0
4,5.800474785,3.422659962,3.108536994,2.747773888,5.800474785,3.422659962,3.108536994,2.747773888,6.264999427,3.576291631,3.298595459,2.900617886,0.4645,0.1536,0.1901,0.1528
5,2.708326661,2.413772605,1.887002473,1.819842367,2.708326661,2.413772605,1.887002473,1.819842367,2.708329292,2.41377495,1.887004307,1.819844135,0,0,0,0
6,7.399156242,4.349386005,3.362317357,3.023807391,7.399156242,4.349386005,3.362317357,3.023807391,7.399143118,4.349378291,3.362311394,3.023802028,0,0,0,0
7,2.858729871,2.453724587,1.917553993,1.805743458,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0613,0.0163,0.0124,0.0057
8,5.565678459,3.288114236,3.069694629,2.706252877,5.565678459,3.288114236,3.069694629,2.706252877,6.071859366,3.444638114,3.287744894,2.879640128,0.5062,0.1565,0.2181,0.1734
9,2.423959071,2.338239006,1.829241567,1.846503696,2.423959071,2.338239006,1.829241567,1.846503696,2.423959238,2.338239167,1.829241693,1.846503824,0,0,0,0
10,2.388077946,2.328708453,1.821953512,1.849868004,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.1081,0.0287,0.022,0.0101
11,2.440310301,2.342582029,1.832562694,1.844970437,2.440310301,2.342582029,1.832562694,1.844970437,2.44031086,2.342582565,1.832563113,1.844970859,0,0,0,0
12,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
13,2.46569193,2.349324417,1.837718643,1.842591391,2.46569193,2.349324417,1.837718643,1.842591391,2.465691922,2.349324409,1.837718637,1.842591385,0,0,0,0
14,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,0,0,0,0
15,2.879362137,2.459202694,1.921743073,1.803806321,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0406,0.0108,0.0083,0.0038
16,0.892295615,0.754784279,0.589770681,0.550045224,0.892295615,0.754784279,0.589770681,0.550045224,0.892295565,0.754784236,0.589770648,0.550045192,0,0,0,0
17,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
18,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
19,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,0,0,0,0
20,6.614915623,4.265896315,2.864534843,2.655287033,6.614915623,4.265896315,2.864534843,2.655287033,6.867418855,4.492126403,2.824292479,2.648723476,0.2525,0.2262,0.0402,0.0066
21,2.491347077,2.319779783,1.814242078,1.795686005,2.491347077,2.319779783,1.814242078,1.795686005,2.545980798,2.370651139,1.8540273,1.835064304,0.0546,0.0509,0.0398,0.0394
22,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
23,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
24,2.60025306,2.385024935,1.865017991,1.829924545,2.60025306,2.385024935,1.865017991,1.829924545,2.600317931,2.385084437,1.86506452,1.829970199,0.0001,0.0001,0,0
25,2.400124246,2.331908061,1.824400265,1.848738431,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.1201,0.0319,0.0244,0.0113
26,2.412915265,2.33530584,1.826998568,1.847539475,2.412915265,2.33530584,1.826998568,1.847539475,2.41291494,2.335305525,1.826998322,1.847539226,0,0,0,0
27,2.547762802,2.323561583,1.816861762,1.776684887,2.547762802,2.323561583,1.816861762,1.776684887,2.621346777,2.390670223,1.869336,1.827998745,0.0736,0.0671,0.0525,0.0513
28,5.819344669,3.523527538,3.021068786,2.694537969,5.819344669,3.523527538,3.021068786,2.694537969,5.819367009,3.523541065,3.021080384,2.694548313,0,0,0,0
29,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
30,2.461884967,2.348313365,1.83694549,1.842948505,2.461884967,2.348313365,1.83694549,1.842948505,2.461884707,2.348313118,1.836945297,1.842948311,0,0,0,0
31,2.447225797,2.34441966,1.833967957,1.844322969,2.447225797,2.34441966,1.833967957,1.844322969,2.447225343,2.344419225,1.833967616,1.844322627,0,0,0,0
32,6.302841602,3.90697888,2.994056649,2.71322444,6.302841602,3.90697888,2.994056649,2.71322444,6.302819869,3.906965408,2.994046325,2.713215084,0,0,0,0
33,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
34,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0,0,0,0
35,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
36,3.956810201,2.411312375,2.758143881,2.393394407,3.956810201,2.411312375,2.758143881,2.393394407,3.956810696,2.411312677,2.758144226,2.393394706,0,0,0,0
37,2.752605675,2.42553422,1.895996643,1.815691214,2.752605675,2.42553422,1.895996643,1.815691214,2.752608344,2.425536572,1.895998481,1.815692975,0,0,0,0
38,2.580040876,2.379698197,1.86094563,1.831870991,2.580040876,2.379698197,1.86094563,1.831870991,2.580041101,2.379698405,1.860945792,1.831871151,0,0,0,0
39,2.880475583,2.436566591,1.903875821,1.775635572,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0395,0.0334,0.0261,0.0244
40,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
41,5.476771547,3.079182641,3.004380623,2.502299582,5.476771547,3.079182641,3.004380623,2.502299582,4.537423249,2.431418283,2.994327095,2.452908911,0.9393,0.6478,0.0101,0.0494
42,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
43,5.728815728,3.484873634,2.992797399,2.670227134,5.728815728,3.484873634,2.992797399,2.670227134,5.728827304,3.484880676,2.992803447,2.670232529,0,0,0,0
44,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
45,2.467062899,2.286033331,1.787772622,1.764555042,2.467062899,2.286033331,1.787772622,1.764555042,2.563364842,2.375268774,1.85755843,1.83343455,0.0963,0.0892,0.0698,0.0689
46,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
47,2.580810072,2.362689339,1.84752054,1.810731629,2.580810072,2.362689339,1.84752054,1.810731629,2.607297869,2.386938483,1.866482318,1.82931583,0.0265,0.0242,0.019,0.0186
48,2.387426683,2.328535371,1.821821154,1.84992895,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.1074,0.0285,0.0218,0.0101
49,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
50,7.881990062,5.011857257,3.054146185,2.866864844,7.881990062,5.011857257,3.054146185,2.866864844,7.881981672,5.011851922,3.054142934,2.866861793,0,0,0,0
51,2.460773152,2.348017871,1.836719521,1.843052532,2.460773152,2.348017871,1.836719521,1.843052532,2.460773137,2.348017857,1.836719509,1.843052521,0,0,0,0
52,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
53,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
54,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,0,0,0,0
55,2.487516328,2.355122628,1.842152592,1.840546708,2.487516328,2.355122628,1.842152592,1.840546708,2.487514696,2.355121082,1.842151384,1.8405455,0,0,0,0
56,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
57,4.336045514,2.968595655,2.772200318,2.325605337,4.336045514,2.968595655,2.772200318,2.325605337,3.615553688,2.494989948,2.209054317,1.866639861,0.7205,0.4736,0.5631,0.459
58,2.470148043,2.350508072,1.83862379,1.842173631,2.470148043,2.350508072,1.83862379,1.842173631,2.470148034,2.350508064,1.838623784,1.842173625,0,0,0,0
59,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
60,2.583218853,2.380542541,1.861591309,1.831573293,2.583218853,2.380542541,1.861591309,1.831573293,2.583218783,2.380542477,1.861591258,1.831573244,0,0,0,0
61,2.532087874,2.366960921,1.851205373,1.836366875,2.532087874,2.366960921,1.851205373,1.836366875,2.532087739,2.366960795,1.851205275,1.836366778,0,0,0,0
62,2.616186431,2.389299386,1.86828771,1.828482379,2.616186431,2.389299386,1.86828771,1.828482379,2.616186619,2.389299557,1.868287844,1.828482509,0,0,0,0
63,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
64,2.891968178,2.463533716,1.932159355,1.810785722,2.891968178,2.463533716,1.932159355,1.810785722,2.891964001,2.463530158,1.932156564,1.810783107,0,0,0,0
65,2.740689355,2.27194392,1.813877943,1.75256111,2.740689355,2.27194392,1.813877943,1.75256111,2.718318665,2.245026841,1.799504655,1.749646131,0.0224,0.0269,0.0144,0.0029
66,2.570856756,1.789985192,1.477021557,1.509588164,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0309,0.03,0.027,0.0096
67,2.893765137,2.463030835,1.92467053,1.802458911,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0262,0.007,0.0053,0.0025
68,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0,0,0,0
69,2.802886633,2.438892673,1.906211985,1.810980527,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.1171,0.0311,0.0238,0.011
70,7.608693076,4.871854457,2.992227571,2.808101393,7.608693076,4.871854457,2.992227571,2.808101393,7.608702046,4.8718602,2.992231098,2.808104704,0,0,0,0
71,2.299895428,2.305284254,1.804040886,1.858134231,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.0199,0.0053,0.004,0.0019
72,4.580772366,2.561308078,2.6131822,1.962965971,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0.0092,0.0313,0.0132,0.003
73,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
74,2.796501252,2.441503083,1.939503233,1.847503914,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0065,0.0015,0.0005,0.0025
75,4.319597273,3.447433906,2.986287651,2.046914448,4.3099999,3.48,3,2.05,4.3099999,3.48,3,2.05,0.0096,0.0326,0.0137,0.0031
76,2.761333081,2.378316828,1.876147417,1.771407967,2.761333081,2.378316828,1.876147417,1.771407967,2.848669637,2.453539191,1.935486964,1.827434772,0.0873,0.0752,0.0593,0.056
77,2.721196457,2.252859905,1.805148876,1.753677224,2.721196457,2.252859905,1.805148876,1.753677224,2.721199347,2.252862298,1.805150794,1.753679086,0,0,0,0
78,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
79,2.335356444,1.975455555,1.543574503,1.439603238,2.335356444,1.975455555,1.543574503,1.439603238,2.335358577,1.975457359,1.543575913,1.439604553,0,0,0,0
80,3.295347138,2.483188554,2.08124051,1.836607985,3.295347138,2.483188554,2.08124051,1.836607985,3.300818929,2.483682113,2.082783493,1.836485634,0.0055,0.0005,0.0015,0.0001
81,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
82,1.933210276,1.950168261,1.526218639,1.577092594,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.3468,0.3498,0.2738,0.2829
83,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
84,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
85,2.896450716,2.464563152,1.93180855,1.809053547,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0235,0.0054,0.0018,0.0091
86,3.152628572,1.990109271,1.793669624,1.63746789,3.152628572,1.990109271,1.793669624,1.63746789,3.152628473,1.990109209,1.793669568,1.637467839,0,0,0,0
87,2.798815656,2.442039168,1.939327591,1.846617005,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0088,0.002,0.0007,0.0034
88,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
89,6.412882462,4.330954277,2.728124428,2.640716506,6.412882462,4.330954277,2.728124428,2.640716506,6.412881075,4.33095334,2.728123838,2.640715935,0,0,0,0
90,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
91,2.771617212,1.517655559,1.454743873,1.140219713,2.771617212,1.517655559,1.454743873,1.140219713,1.622457782,0.894295862,0.919039191,0.692814186,1.1492,0.6234,0.5357,0.4474
92,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
93,3.154655553,2.478430964,2.024143174,1.822482106,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.2347,0.0084,0.0941,0.0225
94,2.918656488,2.469643382,1.929727199,1.800126304,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0013,0.0004,0.0003,0.0001
95,2.93234447,2.470443981,1.934952582,1.801182997,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0123,0.0004,0.005,0.0012
96,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
97,2.738040872,2.275552673,1.819243427,1.760685219,2.738040872,2.275552673,1.819243427,1.760685219,2.724041875,2.260593974,1.810722149,1.757658625,0.014,0.015,0.0085,0.003
98,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
99,2.744953378,2.315484941,1.850082919,1.785512226,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.045,0.1245,0.0899,0.0645
100,2.860815795,2.45438013,1.932199055,1.819570191,2.860815795,2.45438013,1.932199055,1.819570191,2.863944188,2.457064073,1.934311976,1.82155995,0.0031,0.0027,0.0021,0.002
101,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
102,3.225210691,2.405270813,2.046532632,1.829467971,3.225210691,2.405270813,2.046532632,1.829467971,3.296402432,2.47231575,2.108514372,1.863697642,0.0712,0.067,0.062,0.0342
103,2.295607962,2.30414647,1.803170843,1.858537496,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.0156,0.0041,0.0032,0.0015
104,4.527048723,3.385849337,2.917056828,2.638341516,4.527048723,3.385849337,2.917056828,2.638341516,2.9200001,2.47,1.9299999,1.8,1.607,0.9158,0.9871,0.8383
105,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
106,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
107,4.479644548,2.526034883,2.555725401,1.949426847,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0.1104,0.004,0.0443,0.0106
108,2.751597532,2.28997776,1.827443676,1.763567945,2.751597532,2.28997776,1.827443676,1.763567945,2.723997645,2.260473669,1.810635458,1.757596703,0.0276,0.0295,0.0168,0.006
109,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
110,4.327876249,3.419347552,2.974462069,2.04425392,4.3099999,3.48,3,2.05,4.3099999,3.48,3,2.05,0.0179,0.0607,0.0255,0.0057
111,2.655743759,2.399807219,1.876323116,1.824774393,2.655743759,2.399807219,1.876323116,1.824774393,2.655743291,2.399806796,1.876322785,1.824774072,0,0,0,0
112,2.717756666,2.243498318,1.798403216,1.748859379,2.717756666,2.243498318,1.798403216,1.748859379,2.717756727,2.243498368,1.798403256,1.748859418,0,0,0,0
113,1.805165765,1.821000552,1.425130867,1.472635229,1.805165765,1.821000552,1.425130867,1.472635229,1.805167238,1.821002038,1.42513203,1.472636431,0,0,0,0
114,3.128853127,1.981178955,1.780332181,1.632132881,3.128853127,1.981178955,1.780332181,1.632132881,3.128853138,1.981178962,1.780332187,1.632132886,0,0,0,0
115,2.839216462,2.448541847,1.913590736,1.807573461,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0808,0.0215,0.0164,0.0076
116,2.899502253,2.464556458,1.925837224,1.801923139,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0205,0.0054,0.0042,0.0019
117,2.664724784,2.279268863,1.807003247,1.720659108,2.664724784,2.279268863,1.807003247,1.720659108,2.826974038,2.448532535,1.937155889,1.835779227,0.1622,0.1693,0.1302,0.1151
118,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
119,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
120,2.315724891,2.309489386,1.807256582,1.856650747,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.0357,0.0095,0.0073,0.0033
121,2.223660569,1.540804174,1.26941253,1.313185376,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.3163,0.2192,0.1806,0.1868
122,2.725750627,2.263758903,1.812857527,1.758986926,2.725750627,2.263758903,1.812857527,1.758986926,2.724856201,2.262808941,1.812318228,1.758798682,0.0009,0.0009,0.0005,0.0002
123,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
124,3.016220736,2.222768275,1.867029565,1.647978127,3.016220736,2.222768275,1.867029565,1.647978127,3.01622106,2.222768514,1.867029765,1.647978304,0,0,0,0
125,4.523977177,2.754018799,2.694324676,1.981224008,4.523977177,2.754018799,2.694324676,1.981224008,4.52397409,2.75401692,2.694322837,1.981222656,0,0,0,0
126,2.509599227,2.332808555,1.824404058,1.803987057,2.509599227,2.332808555,1.824404058,1.803987057,2.552041595,2.372261037,1.855258398,1.834496104,0.0424,0.0395,0.0309,0.0305
127,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
128,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
129,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
130,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
131,3.123760349,1.979266175,1.777475261,1.630990246,3.123760349,1.979266175,1.777475261,1.630990246,3.123759906,1.979265895,1.777475009,1.630990015,0,0,0,0
132,2.847338879,2.450699044,1.915240349,1.806811594,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0727,0.0193,0.0148,0.0068
133,2.71260242,2.230063034,1.788701281,1.741876741,2.71260242,2.230063034,1.788701281,1.741876741,2.712910332,2.230316172,1.78890432,1.742074465,0.0003,0.0003,0.0002,0.0002
134,2.711813424,2.293896893,1.792397074,1.671665752,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.2082,0.1761,0.1376,0.1283
135,4.468560366,2.467186596,2.533296508,1.908925936,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0.1214,0.0628,0.0667,0.0511
136,2.70164143,1.917076078,1.591551266,1.550226783,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.1616,0.1571,0.1416,0.0502
137,4.251218302,2.51782727,2.464081125,1.927541261,4.251218302,2.51782727,2.464081125,1.927541261,4.251219966,2.517828256,2.46408209,1.927542015,0,0,0,0
138,3.282418826,2.483021044,2.07540142,1.834722758,3.282418826,2.483021044,2.07540142,1.834722758,3.282418809,2.483021031,2.075401409,1.834722748,0,0,0,0
139,2.737137028,2.278137625,1.820425076,1.760232631,2.737137028,2.278137625,1.820425076,1.760232631,2.725653758,2.264978295,1.813881439,1.759915261,0.0115,0.0132,0.0065,0.0003
140,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
141,2.858306703,2.455762775,1.934745223,1.82372765,2.858306703,2.455762775,1.934745223,1.82372765,2.858307252,2.455763247,1.934745595,1.823728,0,0,0,0
142,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
143,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
144,3.133169366,2.351370031,1.986071032,1.668745493,3.133169366,2.351370031,1.986071032,1.668745493,3.202460319,2.403746787,2.030120651,1.705849263,0.0693,0.0524,0.044,0.0371
145,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
146,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
147,2.724157401,2.26090289,1.810944938,1.75781824,2.724157401,2.26090289,1.810944938,1.75781824,2.724154589,2.260900557,1.810943069,1.757816425,0,0,0,0
148,4.108866093,2.724451323,2.528165518,1.906376208,4.108866093,2.724451323,2.528165518,1.906376208,4.467676037,2.945027966,2.774748561,1.999318439,0.3588,0.2206,0.2466,0.0929
149,2.401393726,2.031315857,1.587222429,1.480311151,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.5186,0.4387,0.3428,0.3197
150,2.857889795,2.455669128,1.934780366,1.823892167,2.857889795,2.455669128,1.934780366,1.823892167,2.857886269,2.455666098,1.934777979,1.823889917,0,0,0,0
151,2.337792072,2.315351319,1.811739242,1.854582365,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.0578,0.0154,0.0117,0.0054
152,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
153,2.905247725,2.466600958,1.931141124,1.805682674,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0148,0.0034,0.0011,0.0057
154,2.735623364,2.292102879,1.83342684,1.773875605,2.735623364,2.292102879,1.83342684,1.773875605,2.735627216,2.292106107,1.833429422,1.773878103,0,0,0,0
155,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
156,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
157,2.124067089,2.131648306,1.668175783,1.719266287,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.1559,0.1684,0.1318,0.1407
158,2.544163352,1.762426273,1.451167625,1.501019556,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0042,0.0024,0.0012,0.001
159,3.153492679,1.990433833,1.794154367,1.637661782,3.153492679,1.990433833,1.794154367,1.637661782,3.153492599,1.990433783,1.794154321,1.63766174,0,0,0,0
160,2.7307193,2.278755649,1.823809271,1.767006651,2.7307193,2.278755649,1.823809271,1.767006651,2.73071881,2.27875524,1.823808944,1.767006334,0,0,0,0
161,2.798617504,2.441941326,1.939280318,1.846608406,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0086,0.0019,0.0007,0.0034
162,2.858031931,2.453540819,1.917413504,1.805810875,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.062,0.0165,0.0126,0.0058
163,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
164,2.902059532,2.475599729,1.931979232,1.80411139,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0179,0.0056,0.002,0.0041
165,2.31637374,2.309661905,1.807388513,1.856590124,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.0364,0.0097,0.0074,0.0034
166,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
167,8.702812626,5.31887613,3.092369843,2.906827652,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,1.1472,0.7011,0.4076,0.3832
168,4.582991569,2.553799454,2.610022437,1.962256604,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0.007,0.0238,0.01,0.0023
169,2.855683114,2.45515947,1.934949603,1.824740197,2.855683114,2.45515947,1.934949603,1.824740197,2.855680268,2.455157023,1.934947675,1.824738378,0,0,0,0
170,2.999167278,2.026084135,1.757005925,1.616592141,2.999167278,2.026084135,1.757005925,1.616592141,2.54,1.76,1.45,1.5,0.4592,0.2661,0.307,0.1166
171,2.702655894,2.232176103,1.786944878,1.734227326,2.702655894,2.232176103,1.786944878,1.734227326,2.716649668,2.240487168,1.79623342,1.747309535,0.014,0.0083,0.0093,0.0131
172,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
173,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
174,2.749834309,2.42480048,1.895435606,1.815953971,2.749834309,2.42480048,1.895435606,1.815953971,2.749833075,2.424799391,1.895434755,1.815953156,0,0,0,0
175,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0
