parc_gid,awa_aws_0_12,awa_aws_12_24,awa_aws_24_36,awa_aws_36_48,aws0_12_g80,aws12_24_g80,aws24_36_g80,aws36_48_g80,aws0_12_l20,aws12_24_l20,aws24_36_l20,aws36_48_l20,rngalg0_12,rngal12_24,rngal24_36,rngal36_48,logrg0_12,logrg12_24,logrg24_36,logrg36_48
1,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
2,2.721481463,2.417264404,1.889672611,1.818606112,2.721481463,2.417264404,1.889672611,1.818606112,2.721488034,2.417270241,1.889677174,1.818610503,0.0000066,0.0000058,0.0000046,0.0000044,0.0000066,0.0000058,0.0000046,0.0000044
3,2.594578073,2.383559943,1.863898735,1.8305085,2.594578073,2.383559943,1.863898735,1.8305085,2.594577835,2.383559724,1.863898564,1.830508333,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002
4,5.800474785,3.422659962,3.108536994,2.747773888,5.800474785,3.422659962,3.108536994,2.747773888,6.264999427,3.576291631,3.298595459,2.900617886,0.464525,0.153632,0.190058,0.152844,0.381531,0.142915,0.174002,0.142232
5,2.708326661,2.413772605,1.887002473,1.819842367,2.708326661,2.413772605,1.887002473,1.819842367,2.708329292,2.41377495,1.887004307,1.819844135,0.0000026,0.0000023,0.0000018,0.0000018,0.0000026,0.0000023,0.0000018,0.0000018
6,7.399156242,4.349386005,3.362317357,3.023807391,7.399156242,4.349386005,3.362317357,3.023807391,7.399143118,4.349378291,3.362311394,3.023802028,0.0000131,0.0000077,0.000006,0.0000054,0.0000131,0.0000077,0.000006,0.0000054
7,2.858729871,2.453724587,1.917553993,1.805743458,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0612702,0.0162754,0.0124459,0.0057435,0.0594665,0.0161444,0.0123691,0.005727
8,5.565678459,3.288114236,3.069694629,2.706252877,5.565678459,3.288114236,3.069694629,2.706252877,6.071859366,3.444638114,3.287744894,2.879640128,0.506181,0.156524,0.21805,0.173387,0.409577,0.145419,0.197251,0.159894
9,2.423959071,2.338239006,1.829241567,1.846503696,2.423959071,2.338239006,1.829241567,1.846503696,2.423959238,2.338239167,1.829241693,1.846503824,0.0000002,0.0000002,0.0000001,0.0000001,0.0000002,0.0000002,0.0000001,0.0000001
10,2.388077946,2.328708453,1.821953512,1.849868004,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.108078,0.0287085,0.0219535,0.010132,0.102627,0.0283041,0.021716,0.010081
11,2.440310301,2.342582029,1.832562694,1.844970437,2.440310301,2.342582029,1.832562694,1.844970437,2.44031086,2.342582565,1.832563113,1.844970859,0.0000006,0.0000005,0.0000004,0.0000004,0.0000006,0.0000005,0.0000004,0.0000004
12,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
13,2.46569193,2.349324417,1.837718643,1.842591391,2.46569193,2.349324417,1.837718643,1.842591391,2.465691922,2.349324409,1.837718637,1.842591385,0,0,0,0,0,0,0,0
14,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,0,0,0,0,0,0,0,0
15,2.879362137,2.459202694,1.921743073,1.803806321,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.040638,0.0107973,0.0082568,0.0038063,0.039834,0.0107394,0.0082229,0.0037991
16,0.892295615,0.754784279,0.589770681,0.550045224,0.892295615,0.754784279,0.589770681,0.550045224,0.892295565,0.754784236,0.589770648,0.550045192,0.0000001,0,0,0,0.0000001,0,0,0
17,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
18,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
19,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,0,0,0,0,0,0,0,0
20,6.614915623,4.265896315,2.864534843,2.655287033,6.614915623,4.265896315,2.864534843,2.655287033,6.867418855,4.492126403,2.824292479,2.648723476,0.252503,0.22623,0.0402424,0.0065636,0.225144,0.203944,0.0394538,0.0065421
21,2.491347077,2.319779783,1.814242078,1.795686005,2.491347077,2.319779783,1.814242078,1.795686005,2.545980798,2.370651139,1.8540273,1.835064304,0.0546337,0.0508714,0.0397852,0.0393783,0.0531935,0.0496197,0.0390142,0.0386227
22,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
23,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
24,2.60025306,2.385024935,1.865017991,1.829924545,2.60025306,2.385024935,1.865017991,1.829924545,2.600317931,2.385084437,1.86506452,1.829970199,0.0000649,0.0000595,0.0000465,0.0000457,0.0000649,0.0000595,0.0000465,0.0000457
25,2.400124246,2.331908061,1.824400265,1.848738431,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.120124,0.0319081,0.0244003,0.0112616,0.113439,0.0314096,0.0241074,0.0111987
26,2.412915265,2.33530584,1.826998568,1.847539475,2.412915265,2.33530584,1.826998568,1.847539475,2.41291494,2.335305525,1.826998322,1.847539226,0.0000003,0.0000003,0.0000002,0.0000002,0.0000003,0.0000003,0.0000002,0.0000002
27,2.547762802,2.323561583,1.816861762,1.776684887,2.547762802,2.323561583,1.816861762,1.776684887,2.621346777,2.390670223,1.869336,1.827998745,0.073584,0.0671086,0.0524742,0.0513139,0.0710026,0.0649527,0.0511438,0.0500407
28,5.819344669,3.523527538,3.021068786,2.694537969,5.819344669,3.523527538,3.021068786,2.694537969,5.819367009,3.523541065,3.021080384,2.694548313,0.0000223,0.0000135,0.0000116,0.0000103,0.0000223,0.0000135,0.0000116,0.0000103
29,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
30,2.461884967,2.348313365,1.83694549,1.842948505,2.461884967,2.348313365,1.83694549,1.842948505,2.461884707,2.348313118,1.836945297,1.842948311,0.0000003,0.0000002,0.0000002,0.0000002,0.0000003,0.0000002,0.0000002,0.0000002
31,2.447225797,2.34441966,1.833967957,1.844322969,2.447225797,2.34441966,1.833967957,1.844322969,2.447225343,2.344419225,1.833967616,1.844322627,0.0000005,0.0000004,0.0000003,0.0000003,0.0000005,0.0000004,0.0000003,0.0000003
32,6.302841602,3.90697888,2.994056649,2.71322444,6.302841602,3.90697888,2.994056649,2.71322444,6.302819869,3.906965408,2.994046325,2.713215084,0.0000217,0.0000135,0.0000103,0.0000094,0.0000217,0.0000135,0.0000103,0.0000094
33,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
34,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0,0,0,0,0,0,0,0
35,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
36,3.956810201,2.411312375,2.758143881,2.393394407,3.956810201,2.411312375,2.758143881,2.393394407,3.956810696,2.411312677,2.758144226,2.393394706,0.0000005,0.0000003,0.0000003,0.0000003,0.0000005,0.0000003,0.0000003,0.0000003
37,2.752605675,2.42553422,1.895996643,1.815691214,2.752605675,2.42553422,1.895996643,1.815691214,2.752608344,2.425536572,1.895998481,1.815692975,0.0000027,0.0000024,0.0000018,0.0000018,0.0000027,0.0000024,0.0000018,0.0000018
38,2.580040876,2.379698197,1.86094563,1.831870991,2.580040876,2.379698197,1.86094563,1.831870991,2.580041101,2.379698405,1.860945792,1.831871151,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002
39,2.880475583,2.436566591,1.903875821,1.775635572,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0395245,0.0334334,0.0261241,0.0243644,0.0387634,0.0328867,0.0257887,0.0240723
40,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
41,5.476771547,3.079182641,3.004380623,2.502299582,5.476771547,3.079182641,3.004380623,2.502299582,4.537423249,2.431418283,2.994327095,2.452908911,0.939348,0.647764,0.0100535,0.0493907,0.662352,0.499419,0.0100033,0.0482097
42,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
43,5.728815728,3.484873634,2.992797399,2.670227134,5.728815728,3.484873634,2.992797399,2.670227134,5.728827304,3.484880676,2.992803447,2.670232529,0.0000116,0.000007,0.000006,0.0000054,0.0000116,0.000007,0.000006,0.0000054
44,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
45,2.467062899,2.286033331,1.787772622,1.764555042,2.467062899,2.286033331,1.787772622,1.764555042,2.563364842,2.375268774,1.85755843,1.83343455,0.0963019,0.0892354,0.0697858,0.0688795,0.0919426,0.085476,0.0674584,0.0666109
46,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
47,2.580810072,2.362689339,1.84752054,1.810731629,2.580810072,2.362689339,1.84752054,1.810731629,2.607297869,2.386938483,1.866482318,1.82931583,0.0264878,0.0242491,0.0189618,0.0185842,0.0261431,0.0239598,0.0187843,0.0184136
48,2.387426683,2.328535371,1.821821154,1.84992895,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.107427,0.0285354,0.0218212,0.0100711,0.102039,0.0281358,0.0215865,0.0100207
49,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
50,7.881990062,5.011857257,3.054146185,2.866864844,7.881990062,5.011857257,3.054146185,2.866864844,7.881981672,5.011851922,3.054142934,2.866861793,0.0000084,0.0000053,0.0000033,0.0000031,0.0000084,0.0000053,0.0000033,0.0000031
51,2.460773152,2.348017871,1.836719521,1.843052532,2.460773152,2.348017871,1.836719521,1.843052532,2.460773137,2.348017857,1.836719509,1.843052521,0,0,0,0,0,0,0,0
52,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
53,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
54,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,9.8500004,6.02,3.5,3.29,0,0,0,0,0,0,0,0
55,2.487516328,2.355122628,1.842152592,1.840546708,2.487516328,2.355122628,1.842152592,1.840546708,2.487514696,2.355121082,1.842151384,1.8405455,0.0000016,0.0000015,0.0000012,0.0000012,0.0000016,0.0000015,0.0000012,0.0000012
56,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
57,4.336045514,2.968595655,2.772200318,2.325605337,4.336045514,2.968595655,2.772200318,2.325605337,3.615553688,2.494989948,2.209054317,1.866639861,0.720492,0.473606,0.563146,0.458965,0.54261,0.387712,0.4467,0.377727
58,2.470148043,2.350508072,1.83862379,1.842173631,2.470148043,2.350508072,1.83862379,1.842173631,2.470148034,2.350508064,1.838623784,1.842173625,0,0,0,0,0,0,0,0
59,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
60,2.583218853,2.380542541,1.861591309,1.831573293,2.583218853,2.380542541,1.861591309,1.831573293,2.583218783,2.380542477,1.861591258,1.831573244,0.0000001,0.0000001,0.0000001,0,0.0000001,0.0000001,0.0000001,0
61,2.532087874,2.366960921,1.851205373,1.836366875,2.532087874,2.366960921,1.851205373,1.836366875,2.532087739,2.366960795,1.851205275,1.836366778,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001
62,2.616186431,2.389299386,1.86828771,1.828482379,2.616186431,2.389299386,1.86828771,1.828482379,2.616186619,2.389299557,1.868287844,1.828482509,0.0000002,0.0000002,0.0000001,0.0000001,0.0000002,0.0000002,0.0000001,0.0000001
63,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
64,2.891968178,2.463533716,1.932159355,1.810785722,2.891968178,2.463533716,1.932159355,1.810785722,2.891964001,2.463530158,1.932156564,1.810783107,0.0000042,0.0000036,0.0000028,0.0000026,0.0000042,0.0000036,0.0000028,0.0000026
65,2.740689355,2.27194392,1.813877943,1.75256111,2.740689355,2.27194392,1.813877943,1.75256111,2.718318665,2.245026841,1.799504655,1.749646131,0.0223707,0.0269171,0.0143733,0.002915,0.0221241,0.0265612,0.014271,0.0029107
66,2.570856756,1.789985192,1.477021557,1.509588164,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0308568,0.0299852,0.0270216,0.0095882,0.0303903,0.0295444,0.026663,0.0095425
67,2.893765137,2.463030835,1.92467053,1.802458911,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.026235,0.0069692,0.0053294,0.0024589,0.0258968,0.006945,0.0053152,0.0024559
68,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0,0,0,0,0,0,0,0
69,2.802886633,2.438892673,1.906211985,1.810980527,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.117113,0.0311073,0.0237879,0.0109805,0.110748,0.0306333,0.0235094,0.0109207
70,7.608693076,4.871854457,2.992227571,2.808101393,7.608693076,4.871854457,2.992227571,2.808101393,7.608702046,4.8718602,2.992231098,2.808104704,0.000009,0.0000057,0.0000035,0.0000033,0.000009,0.0000057,0.0000035,0.0000033
71,2.299895428,2.305284254,1.804040886,1.858134231,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.0198954,0.0052842,0.0040409,0.0018658,0.0197001,0.0052703,0.0040328,0.001864
72,4.580772366,2.561308078,2.6131822,1.962965971,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0.0092278,0.0313081,0.0131823,0.002966,0.0091855,0.030828,0.0130962,0.0029616
73,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
74,2.796501252,2.441503083,1.939503233,1.847503914,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0065012,0.001503,0.0004969,0.0024961,0.0064802,0.0015018,0.0004967,0.002493
75,4.319597273,3.447433906,2.986287651,2.046914448,4.3099999,3.48,3,2.05,4.3099999,3.48,3,2.05,0.0095974,0.0325661,0.0137123,0.0030855,0.0095516,0.0320471,0.0136191,0.0030808
76,2.761333081,2.378316828,1.876147417,1.771407967,2.761333081,2.378316828,1.876147417,1.771407967,2.848669637,2.453539191,1.935486964,1.827434772,0.0873366,0.0752224,0.0593395,0.0560268,0.0837312,0.0725275,0.0576456,0.0545136
77,2.721196457,2.252859905,1.805148876,1.753677224,2.721196457,2.252859905,1.805148876,1.753677224,2.721199347,2.252862298,1.805150794,1.753679086,0.0000029,0.0000024,0.0000019,0.0000019,0.0000029,0.0000024,0.0000019,0.0000019
78,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
79,2.335356444,1.975455555,1.543574503,1.439603238,2.335356444,1.975455555,1.543574503,1.439603238,2.335358577,1.975457359,1.543575913,1.439604553,0.0000021,0.0000018,0.0000014,0.0000013,0.0000021,0.0000018,0.0000014,0.0000013
80,3.295347138,2.483188554,2.08124051,1.836607985,3.295347138,2.483188554,2.08124051,1.836607985,3.300818929,2.483682113,2.082783493,1.836485634,0.0054718,0.0004936,0.001543,0.0001224,0.0054569,0.0004934,0.0015418,0.0001223
81,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
82,1.933210276,1.950168261,1.526218639,1.577092594,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.34679,0.349832,0.273781,0.282907,0.297724,0.29998,0.24199,0.249129
83,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
84,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
85,2.896450716,2.464563152,1.93180855,1.809053547,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0235494,0.0054368,0.0018086,0.0090535,0.0232764,0.0054221,0.001807,0.0090128
86,3.152628572,1.990109271,1.793669624,1.63746789,3.152628572,1.990109271,1.793669624,1.63746789,3.152628473,1.990109209,1.793669568,1.637467839,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001
87,2.798815656,2.442039168,1.939327591,1.846617005,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0088157,0.0020391,0.0006725,0.003383,0.008777,0.002037,0.0006723,0.0033773
88,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
89,6.412882462,4.330954277,2.728124428,2.640716506,6.412882462,4.330954277,2.728124428,2.640716506,6.412881075,4.33095334,2.728123838,2.640715935,0.0000014,0.0000009,0.0000006,0.0000006,0.0000014,0.0000009,0.0000006,0.0000006
90,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
91,2.771617212,1.517655559,1.454743873,1.140219713,2.771617212,1.517655559,1.454743873,1.140219713,1.622457782,0.894295862,0.919039191,0.692814186,1.14916,0.62336,0.535705,0.447406,0.765077,0.484498,0.42899,0.369773
92,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
93,3.154655553,2.478430964,2.024143174,1.822482106,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.234655,0.008431,0.0941433,0.0224821,0.210792,0.0083956,0.0899717,0.0222331
94,2.918656488,2.469643382,1.929727199,1.800126304,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0013436,0.0003566,0.0002727,0.0001263,0.0013427,0.0003566,0.0002727,0.0001263
95,2.93234447,2.470443981,1.934952582,1.801182997,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0123444,0.000444,0.0049527,0.001183,0.0122688,0.0004439,0.0049405,0.0011823
96,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
97,2.738040872,2.275552673,1.819243427,1.760685219,2.738040872,2.275552673,1.819243427,1.760685219,2.724041875,2.260593974,1.810722149,1.757658625,0.013999,0.0149587,0.0085213,0.0030266,0.0139019,0.0148479,0.0084852,0.003022
98,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
99,2.744953378,2.315484941,1.850082919,1.785512226,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0450466,0.124515,0.0899172,0.0644878,0.0440615,0.117352,0.0861017,0.0624937
100,2.860815795,2.45438013,1.932199055,1.819570191,2.860815795,2.45438013,1.932199055,1.819570191,2.863944188,2.457064073,1.934311976,1.82155995,0.0031284,0.0026839,0.0021129,0.0019898,0.0031235,0.0026803,0.0021107,0.0019878
101,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
102,3.225210691,2.405270813,2.046532632,1.829467971,3.225210691,2.405270813,2.046532632,1.829467971,3.296402432,2.47231575,2.108514372,1.863697642,0.0711917,0.0670449,0.0619817,0.0342297,0.0687718,0.0648931,0.0601367,0.0336569
103,2.295607962,2.30414647,1.803170843,1.858537496,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.015608,0.0041465,0.0031708,0.0014625,0.0154874,0.0041379,0.0031658,0.0014614
104,4.527048723,3.385849337,2.917056828,2.638341516,4.527048723,3.385849337,2.917056828,2.638341516,2.9200001,2.47,1.9299999,1.8,1.6070499,0.915849,0.987057,0.838342,0.958219,0.650161,0.686655,0.608864
105,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
106,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
107,4.479644548,2.526034883,2.555725401,1.949426847,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0.110356,0.0039651,0.0442745,0.0105732,0.104681,0.0039573,0.0433224,0.0105177
108,2.751597532,2.28997776,1.827443676,1.763567945,2.751597532,2.28997776,1.827443676,1.763567945,2.723997645,2.260473669,1.810635458,1.757596703,0.0275999,0.0295041,0.0168082,0.0059712,0.0272259,0.0290772,0.0166685,0.0059535
109,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
110,4.327876249,3.419347552,2.974462069,2.04425392,4.3099999,3.48,3,2.05,4.3099999,3.48,3,2.05,0.0178763,0.0606524,0.0255379,0.0057461,0.0177184,0.0588842,0.0252173,0.0057296
111,2.655743759,2.399807219,1.876323116,1.824774393,2.655743759,2.399807219,1.876323116,1.824774393,2.655743291,2.399806796,1.876322785,1.824774072,0.0000005,0.0000004,0.0000003,0.0000003,0.0000005,0.0000004,0.0000003,0.0000003
112,2.717756666,2.243498318,1.798403216,1.748859379,2.717756666,2.243498318,1.798403216,1.748859379,2.717756727,2.243498368,1.798403256,1.748859418,0.0000001,0.0000001,0,0,0.0000001,0.0000001,0,0
113,1.805165765,1.821000552,1.425130867,1.472635229,1.805165765,1.821000552,1.425130867,1.472635229,1.805167238,1.821002038,1.42513203,1.472636431,0.0000015,0.0000015,0.0000012,0.0000012,0.0000015,0.0000015,0.0000012,0.0000012
114,3.128853127,1.981178955,1.780332181,1.632132881,3.128853127,1.981178955,1.780332181,1.632132881,3.128853138,1.981178962,1.780332187,1.632132886,0,0,0,0,0,0,0,0
115,2.839216462,2.448541847,1.913590736,1.807573461,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0807836,0.0214582,0.0164092,0.0075735,0.0776863,0.0212312,0.016276,0.0075449
116,2.899502253,2.464556458,1.925837224,1.801923139,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0204978,0.0054435,0.0041627,0.0019231,0.0202905,0.0054288,0.004154,0.0019213
117,2.664724784,2.279268863,1.807003247,1.720659108,2.664724784,2.279268863,1.807003247,1.720659108,2.826974038,2.448532535,1.937155889,1.835779227,0.162249,0.169264,0.130153,0.11512,0.150357,0.156374,0.122353,0.108962
118,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
119,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
120,2.315724891,2.309489386,1.807256582,1.856650747,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.0357249,0.0094894,0.0072566,0.0033492,0.0351016,0.0094447,0.0072304,0.0033436
121,2.223660569,1.540804174,1.26941253,1.313185376,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.316339,0.219196,0.180587,0.186815,0.274854,0.198192,0.166012,0.171273
122,2.725750627,2.263758903,1.812857527,1.758986926,2.725750627,2.263758903,1.812857527,1.758986926,2.724856201,2.262808941,1.812318228,1.758798682,0.0008944,0.00095,0.0005393,0.0001882,0.000894,0.0009495,0.0005392,0.0001882
123,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
124,3.016220736,2.222768275,1.867029565,1.647978127,3.016220736,2.222768275,1.867029565,1.647978127,3.01622106,2.222768514,1.867029765,1.647978304,0.0000003,0.0000002,0.0000002,0.0000002,0.0000003,0.0000002,0.0000002,0.0000002
125,4.523977177,2.754018799,2.694324676,1.981224008,4.523977177,2.754018799,2.694324676,1.981224008,4.52397409,2.75401692,2.694322837,1.981222656,0.0000031,0.0000019,0.0000018,0.0000014,0.0000031,0.0000019,0.0000018,0.0000014
126,2.509599227,2.332808555,1.824404058,1.803987057,2.509599227,2.332808555,1.824404058,1.803987057,2.552041595,2.372261037,1.855258398,1.834496104,0.0424424,0.0394525,0.0308543,0.030509,0.0415664,0.0386941,0.0303879,0.0300529
127,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
128,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
129,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
130,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0,0,0,0,0,0,0,0
131,3.123760349,1.979266175,1.777475261,1.630990246,3.123760349,1.979266175,1.777475261,1.630990246,3.123759906,1.979265895,1.777475009,1.630990015,0.0000004,0.0000003,0.0000003,0.0000002,0.0000004,0.0000003,0.0000003,0.0000002
132,2.847338879,2.450699044,1.915240349,1.806811594,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0726612,0.019301,0.0147596,0.0068116,0.0701427,0.0191171,0.0146517,0.0067885
133,2.71260242,2.230063034,1.788701281,1.741876741,2.71260242,2.230063034,1.788701281,1.741876741,2.712910332,2.230316172,1.78890432,1.742074465,0.0003079,0.0002531,0.000203,0.0001977,0.0003079,0.0002531,0.000203,0.0001977
134,2.711813424,2.293896893,1.792397074,1.671665752,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.208187,0.176103,0.137603,0.128334,0.189121,0.162206,0.128923,0.120742
135,4.468560366,2.467186596,2.533296508,1.908925936,4.5900002,2.53,2.5999999,1.96,4.5900002,2.53,2.5999999,1.96,0.12144,0.0628134,0.0667034,0.0510741,0.114614,0.0609195,0.064573,0.0498126
